,name,ratings,date,helpful vote,comment,preprocessed_comment,pos_comment
1303,Google 사용자,3,2017년 11월 3일,2,와 연결하는데 한시간 넘게걸렸어요. 인증중이라고 하면서 안넘어가서 반복하거나.. 브라운을 못찾거나.. 그리고 이름 바꿀수잇다는데 전 왜 안뜨죠?? 선택옵션부분이 안떠요. 글구 브라운정보가 안떠요..,와 연결하는데 한시간 넘게걸렸어요. 인증중이라고 하면서 안넘어가서 반복하거나.. 브라운을 못찾거나.. 그리고 이름 바꿀수잇다는데 전 왜 안뜨죠?? 선택옵션부분이 안떠요. 글구 브라운정보가 안떠요..,오 아 연결 하 는데 한시간 넘 게 걸리 었 어요 . 인증중 이 라고 하 면서 안 넘어가 아서 반복 하 거나 . . 브라운 을 못 찾 거나 . . 그리고 이름 바꾸 ㄹ 수 잇달 는데 전 왜 안 뜨 죠 ? ? 선택옵션부분 이 안 뜨 어요 . 글 이 구 브라운 정보 가 안 뜨 어요 . .
1304,권세은,2,2017년 11월 3일,2,"폰이랑 원래 따로 노는건가요?? 블루투스로 연결되면 내 폰의 음악도 스피커로 나와야 하는게 맞는것 같은데, 인터넷으로 연결만 됨.. 클로바 앱으로 명령하면 내 폰에서만 실행되고 내 폰에서만 소리가 남.. 원래 이런거임???",폰이랑 원래 따로 노는건가요?? 블루투스로 연결되면 내 폰의 음악도 스피커로 나와야 하는게 맞는것 같은데 인터넷으로 연결만 됨.. 클로바 앱으로 명령하면 내 폰에서만 실행되고 내 폰에서만 소리가 남.. 원래 이런거임???,폰 이랑 원래 따로 놓 는 건가요 ? ? 블루투스 로 연결 되 면 내 폰 의 음악 도 스피커 로 나오 아야 하 는 게 맞 는 것 같 은데 인터넷 으로 연결 만 되 ㅁ . . 클로바 앱으로 명령 하 면 내 폰 에서 만 실행되 이 고 내 폰 에서 만 소리 가 남 . . 원래 이런 거 이 ㅁ ? ? ?
1305,최동길,1,2017년 11월 3일,2,웨이브 스피커 와이파이 연결 후 인증이 안됩니다 고객센터는 계속 통화중이라 연결도안되고 몇일째 사용도 못하고 있네요,웨이브 스피커 와이파이 연결 후 인증이 안됩니다 고객센터는 계속 통화중이라 연결도안되고 몇일째 사용도 못하고 있네요,웨이브 스피커 와이파이 연결 후 인증 이 안 되 ㅂ니다 고객센터 는 계속 통화중 이 라 연결도안 되 고 몇일 째 사용 도 못하 이 고 있 네요
1306,정병건,1,2017년 11월 3일,1,브라운과 샐리를 동시에 사용중입니다. 호출명령이 클로바 하나로만 변경되어서 2대를 한집에서 사용이 불가합니다. 어떻게 해야하나요?,브라운과 샐리를 동시에 사용중입니다. 호출명령이 클로바 하나로만 변경되어서 2대를 한집에서 사용이 불가합니다. 어떻게 해야하나요?,브라운 과 새 ㄹ 리 를 동시 에 사용중 이 ㅂ니다 . 호출명령 이 클로바 하나로 만 변경 되 어서 2 대 를 한집 에서 사용 이 불가 하 ㅂ니다 . 어떻 게 하 아야 하 나요 ?
1307,최지혜,5,2017년 11월 3일,1,웨이브 스피커랑 같이쓰고있는데 좋네요 바로바로 인식해서 음악도바꿔주고요. 처음에 폰하고 스피커 연결할때 블루투스 켜야되는거 몰라서 한참해맸는데 한번하고나니 쭉쭉잘되네요. 굳굳,웨이브 스피커랑 같이쓰고있는데 좋네요 바로바로 인식해서 음악도바꿔주고요. 처음에 폰하고 스피커 연결할때 블루투스 켜야되는거 몰라서 한참해맸는데 한번하고나니 쭉쭉잘되네요. 굳굳,웨이브 스피커 랑 같이 쓰 고 있 는데 좋 네요 바로바로 인식 하 아서 음악 도 바꾸 어 주 고요 . 처음 에 폰 하 고 스피커 연결 하 ㄹ 때 블루투스 켜 어야 되 는 거 모르 아서 한참 하 아 매 었 는데 한번하고나니 쭉쭉 잘 되 네요 . 굳 굳
1308,서동엽,5,2017년 11월 1일,0,"클로바 스피커로 처음 접했는데, 인식률이 만족스럽네요. 스마트폰에서는 기본탑재 앱이 아니라는 한계가 있는건지 조금 아쉽습니다.",클로바 스피커로 처음 접했는데 인식률이 만족스럽네요. 스마트폰에서는 기본탑재 앱이 아니라는 한계가 있는건지 조금 아쉽습니다.,클로바 스피커 로 처음 접하 았 는데 인식 률 이 만족 스럽 네요 . 스마트폰 에서 는 기본탑재 앱이 아니 이 라는 한계 가 있 는 건지 조금 아쉽 습니다 .
1309,sann kim,1,2017년 11월 8일,0,와이파이 빵빵한데 오직 이 어플만 네트워크연결이 안됩니다... 브라운 스피커도 물론 와이파이연결 안되구요... 구매하고 며칠 쓰지도 못했는데 이러니까 속이 터지네여ㅠㅠㅠㅠㅠㅠㅠ하.....,와이파이 빵빵한데 오직 이 어플만 네트워크연결이 안됩니다... 브라운 스피커도 물론 와이파이연결 안되구요... 구매하고 며칠 쓰지도 못했는데 이러니까 속이 터지네여ㅠㅠㅠㅠㅠㅠㅠ하,와이파이 빵빵 하 ㄴ데 오직 이 어플 만 네트워크연결 이 안 되 ㅂ니다 ... 브라운 스피커 도 물론 와이파이연결 안 되 구요 ... 구매 하 고 며칠 쓰 지 도 못하 았 는데 이렇 니까 속 이 터지네여ㅠㅠㅠㅠㅠㅠㅠ하
1310,Bowan Yu,1,2017년 11월 2일,1,프렌즈 연결할려고 들어왔더니 설명서랑 다르고 자꾸 앱 실행하라는데 왜 아무것도 연결이 안되는건지 궁금할 따름입니다,프렌즈 연결할려고 들어왔더니 설명서랑 다르고 자꾸 앱 실행하라는데 왜 아무것도 연결이 안되는건지 궁금할 따름입니다,프렌즈 연결 하 ㄹ려고 들어오 았 더니 설명서 랑 다르 고 자꾸 앱 실행 하 라는데 왜 아무 것 도 연결이 안 되 는 건지 궁금 하 ㄹ 따름 이 ㅂ니다
1311,Przen Lavada,2,2017년 11월 5일,0,음성인식률도 낮고 아직은 할 줄 아는 게 별로 없네요. 꾸준히 노력하셔서 많은 발전이 있길 바랍니다.,음성인식률도 낮고 아직은 할 줄 아는 게 별로 없네요. 꾸준히 노력하셔서 많은 발전이 있길 바랍니다.,음성인식률 도 낮 고 아직 은 하 ㄹ 주 ㄹ 알 는 게 별로 없 네요 . 꾸준히 노력 하 시 어서 많 은 발전 이 있 기 ㄹ 바라 ㅂ니다 .
1312,김민희,3,2017년 11월 3일,2,클로버다운해서 브라운 스피커와 연결해야하는데 연결이 안돼요 블루투스연걀이 안되는것 같은데 어떻게 해야하나요??? 고쳐주시거나 알려주세요,클로버다운해서 브라운 스피커와 연결해야하는데 연결이 안돼요 블루투스연걀이 안되는것 같은데 어떻게 해야하나요??? 고쳐주시거나 알려주세요,클로버다운 하 아서 브라운 스피커와 연결 하 아야 하 는데 연결이 안 되 어요 블루투스연걀 이 안 되 는 것 같 은데 어떻 게 하 아야 하 나요 ? ? ? 고치 어 주시거 나 알리 어 주 시 어요
1313,홍수연,4,2017년 11월 5일,0,음성인식 잘되네요 그런데 네이버뮤직에는 가야금 대금 연주 음악이 있는데 웨이브에서는 아무리 여러번 이야기 해도 가야금 대금 연주가 플레이가 안되네요? 뭐때문이죠?,음성인식 잘되네요 그런데 네이버뮤직에는 가야금 대금 연주 음악이 있는데 웨이브에서는 아무리 여러번 이야기 해도 가야금 대금 연주가 플레이가 안되네요? 뭐때문이죠?,음성인식 잘 되 네요 그런데 네이버뮤직 에 는 가야금 대금 연주 음악 이 있 는데 웨이브 에서 는 아무리 여러번 이야기 하 아도 가야금 대금 연주 가 플레이 가 안 되 네요 ? 뭐 때문 이 죠 ?
1314,원재리,1,2017년 11월 2일,3,로그인이 안되여! 프렌즈 쓰지도 못하는데 상용화해서 짜증나게 만드나요ㅠㅜ 프렌즈 반품할래요,로그인이 안되여! 프렌즈 쓰지도 못하는데 상용화해서 짜증나게 만드나요ㅠㅜ 프렌즈 반품할래요,로그인 이 안 되 여 ! 프렌즈 쓰 지 도 못하 는데 상용 화 하 아서 짜증 나 게 만드나요ㅠㅜ 프렌즈 반품 하 ㄹ래요
1315,kigatemp Im,2,2017년 11월 1일,4,스페커 하단 엘이디 계속 들어와있고 앱은 스피커와와 제대로 연결 안되는 것 같고 실망.,스페커 하단 엘이디 계속 들어와있고 앱은 스피커와와 제대로 연결 안되는 것 같고 실망.,스페커 하 단 엘 이 디 계속 들어오 아 있 고 앱은 스피커와 와 제대로 연결 안 되 는 것 같 고 실망 .
1316,Hyeonseok Choi,1,2017년 11월 3일,1,아직 오류도 많고 렉도 많이걸리네요 기종은 s8입니다. 아직 완성이 한참 안된느낌이네요,아직 오류도 많고 렉도 많이걸리네요 기종은 s8입니다. 아직 완성이 한참 안된느낌이네요,아직 오류 도 많 고 렉도 많이 걸리 네요 기종 은 s8 이 ㅂ니다 . 아직 완성 이 한참 안 되 ㄴ 느낌 이 네요
1317,무지개,1,2017년 11월 1일,4,브라운 기기를 샀는데 연결하는데 평생걸릴것 같네요. 연결 좀 고쳐주세요...,브라운 기기를 샀는데 연결하는데 평생걸릴것 같네요. 연결 좀 고쳐주세요...,브라운 기기 를 사 았 는데 연결 하 는데 평생 걸리 ㄹ 것 같 네요 . 연결 좀 고치 어 주 시 어요 ...
1318,danny tr,1,2017년 11월 7일,0,브라운구매했는데 서비스인증에실패했습니다만 계속뜨고전혀연결이안됩니다 서비스센터전화는먹통이고메일은답도없구요 도대체뭐하자는건지알수가없네요,브라운구매했는데 서비스인증에실패했습니다만 계속뜨고전혀연결이안됩니다 서비스센터전화는먹통이고메일은답도없구요 도대체뭐하자는건지알수가없네요,브라운 구매 하 았 는데 서비스인증 에 실패 하 았 습니다만 계속 뜨 고 전혀 연결이안 되 ㅂ니다 서비스센터전화는먹통이고메일은답도없구요 도 대체 뭐 하 자는 건지 알수가없네요
1319,bae kun,5,2017년 11월 2일,2,브라운샀는데 호출명설정에 호출명리스트가 왜 안나와요?  버그같은데 호출명바꾸게 해주세요,브라운샀는데 호출명설정에 호출명리스트가 왜 안나와요? 버그같은데 호출명바꾸게 해주세요,브라운 사 았 는데 호출명설정 에 호출명리스트 가 왜 안나 오 아요 ? 버그같은데 호출명바꾸게 해 주세 요
1320,Google 사용자,5,2017년 11월 1일,0,샐리 연결하는데 30초도 안걸리는데 연결 안되는 분들도 있네요.. 너무너무 만족 스럽네요,샐리 연결하는데 30초도 안걸리는데 연결 안되는 분들도 있네요.. 너무너무 만족 스럽네요,새 ㄹ 리 연결 하 는데 30 초도 안 걸리 는데 연결 안 되 는 분 들 도 있 네요 . . 너무 너무 만족 스럽 네 요
1321,왈왈,3,2017년 11월 4일,2,이거... 원래 노래 몇 시간 이따 꺼지는 기능이 있었는데 왜 없어졌나요?,이거... 원래 노래 몇 시간 이따 꺼지는 기능이 있었는데 왜 없어졌나요?,이거 ... 원래 노래 몇 시간 이따 꺼지 는 기능 이 있 었 는데 왜 없 어 지 었 나요 ?
1322,병찡,1,2017년 11월 4일,1,와이파이 인증도 안되고 안하고싶은데 테더링도 안넘어가고 완전 먹통인데 왜 만들었는지 이해가 안됨,와이파이 인증도 안되고 안하고싶은데 테더링도 안넘어가고 완전 먹통인데 왜 만들었는지 이해가 안됨,와이파이 인증 도 안 되 고 안 하 고 싶 은데 테더링 도 안 넘어가 고 완전 먹통 이 ㄴ데 왜 만들 었 는지 이해 가 안 되 ㅁ
1323,뉴픽기획,3,2017년 11월 5일,1,영어철자를 말하면 이걸 한글로 바꿔버려 전혀 엉뚱한걸 찾아줌...,영어철자를 말하면 이걸 한글로 바꿔버려 전혀 엉뚱한걸 찾아줌...,영어철자 를 말 하 면 이거 ㄹ 한글 로 바꾸 어 버리 어 전혀 엉뚱 한거 ㄹ 찾 아 주 ㅁ ...
1324,박범길,1,2017년 11월 8일,0,"와이파이연결이 되야되는데,잡히지도 않으니 쓰라고 만든거 맞나? 2만원짜리 블루투스 스피커 보다못함",와이파이연결이 되야되는데잡히지도 않으니 쓰라고 만든거 맞나? 2만원짜리 블루투스 스피커 보다못함,와이파이연결 이 되 어야 되 는데 잡히 지 도 않 으니 쓰 라고 만들 ㄴ 거 맞 나 ? 2 만원 짜리 블루투스 스피커 보 다 못하 ㅁ
1325,신관선,5,2017년 11월 8일,0,V20 사용중인데 클로바 호출명 변경이 안되네요 변경할 이름이 나오지 않습니다 확인 후 조치부탁드려요,V20 사용중인데 클로바 호출명 변경이 안되네요 변경할 이름이 나오지 않습니다 확인 후 조치부탁드려요,V20 사용중 이 ㄴ데 클로바 호출명 변경 이 안 되 네요 변경 하 ㄹ 이름 이 나오 지 않 습니다 확인 후 조치부탁드려요
1326,Irene Lee,1,2017년 11월 5일,1,방금 깐지 한 10분 된거 같은데 블루투스 연결이 안돼요 ;,방금 깐지 한 10분 된거 같은데 블루투스 연결이 안돼요,방금 깔 ㄴ지 한 10분 되 ㄴ 거 같 은데 블루투스 연결이 안 되 어요
1327,박누리,3,2017년 11월 4일,0,오늘 받아서 사용 중인데요 위치를 잘 잡지를 못하네요~ 여긴 경북인데 자꾸 서울로 나와요~  앞으로 많은 개선 부탁드립니다,오늘 받아서 사용 중인데요 위치를 잘 잡지를 못하네요 여긴 경북인데 자꾸 서울로 나와요 앞으로 많은 개선 부탁드립니다,오늘 받 아서 사용 중 이 ㄴ데요 위치 를 잘 잡지 를 못하 네 요 여기 ㄴ 경북 이 ㄴ데 자꾸 서울 로 나오 아요 앞으로 많 은 개선 부탁드립니 다
1328,ᄏᄏᄏ,2,2017년 11월 9일,0,클로바 카카오 프렌즈 브라운을 구매했는데 리모컨 기능이 않되는 점이 아쉽습니다,클로바 카카오 프렌즈 브라운을 구매했는데 리모컨 기능이 않되는 점이 아쉽습니다,클로바 카카오 프렌즈 브라운 을 구매 하 았 는데 리모컨 기능 이 않 되 는 점 이 아쉽 습니다
1329,성민아,1,2017년 11월 7일,0,폰으로만인식이되고 클로번지뭔지는띵띵거리네요,폰으로만인식이되고 클로번지뭔지는띵띵거리네요,폰 으로 만인 식이 되 고 클로번지뭔지는띵띵거리네요
1330,Soon Ho Kwen,3,2017년 11월 9일,0,업데이트 오늘 된다더니 왜안됨 지금 작동 안되는데 이거뭐 이래,업데이트 오늘 된다더니 왜안됨 지금 작동 안되는데 이거뭐 이래,업데이트 오늘 되 ㄴ다더니 왜 안 되 ㅁ 지금 작동 안 되 는데 이거 뭐 이렇 어
1331,김지선,1,2017년 11월 5일,0,동의 항목에 다 체크를 했는데 왜 안넘어가눈 겁니까,동의 항목에 다 체크를 했는데 왜 안넘어가눈 겁니까,동의 항목 에 다 체크 를 하 았 는데 왜 안 넘 어 가누 ㄴ 겁 이 니까
1332,Google 사용자,1,2017년 11월 1일,2,브라운이랑 연결이 안되네요.반품해주세요~,브라운이랑 연결이 안되네요.반품해주세요,브라운 이랑 연결이 안 되 네요 . 반품 해 주세 요
1333,지민,1,2017년 11월 6일,0,보호자 인증번호 확인을 6번 했는데도 계속 반복만하네요..,보호자 인증번호 확인을 6번 했는데도 계속 반복만하네요..,보호자 인증번호 확인 을 6 번 하 았 는데 도 계속 반복만하네요 . .
1334,안녕,1,2017년 11월 4일,1,위치도 못잡네요 위치잡을수없다고 분당으로 계속 잡히네요 내 플레이 리스트 재생도 못 시키고,위치도 못잡네요 위치잡을수없다고 분당으로 계속 잡히네요 내 플레이 리스트 재생도 못 시키고,위치 도 못잡 네 요 위치 잡 을 수 없 다고 분당 으로 계속 잡히 네요 내 플레이 리스트 재생 도 못 시키 고
